0,0,235,238,0,+AC0-6146411,365,+AC0-1844,121,,,,,0,0
0,0,0,0,0,+AC0-6166879,298,+AC0-1864,210,,,,,0,+AC0-5
0,0,0,0,0,+AC0-6167345,277,+AC0-1779,405,,,,,0,0
0,0,0,0,0,+AC0-6167379,278,+AC0-1739,392,,,,,0,0
0,0,0,0,0,+AC0-6167295,308,+AC0-1739,384,,,,,0,0
0,0,0,0,0,+AC0-6167373,278,+AC0-1819,518,,,,,0,0
0,0,0,0,0,+AC0-6167341,295,+AC0-1842,462,,,,,0,0
0,0,0,0,0,+AC0-6167379,337,+AC0-1842,427,,,,,0,+AC0-1
0,0,0,0,0,+AC0-6167335,316,+AC0-1782,405,,,,,0,2
0,0,0,0,0,+AC0-6167184,327,+AC0-1799,531,,,,,0,+AC0-2
0,0,0,0,0,+AC0-6167223,406,+AC0-1842,609,,,,,0,0
0,0,0,0,0,+AC0-6167245,347,+AC0-1884,658,,,,,0,0
0,0,0,0,0,+AC0-6167245,358,+AC0-1839,688,,,,,0,+AC0-3
0,0,0,0,0,+AC0-6166789,348,+AC0-1921,707,,,,,1,+AC0-2
0,0,0,0,0,+AC0-6167133,309,+AC0-1944,579,,,,,0,2
0,0,0,0,0,+AC0-6167145,289,+AC0-1884,500,,,,,0,0
0,0,0,0,0,+AC0-6167140,240,+AC0-1944,451,,,,,0,1
0,0,0,0,0,+AC0-6166757,219,+AC0-1864,420,,,,,2,+AC0-5
+AC0-2,14,0,0,0,+AC0-6165939,280,+AC0-1844,401,,,,,3,7
27,+AC0-66,28,0,0,+AC0-6165427,295,+AC0-1881,529,,,,,25,+AC0-84
12,8,22,0,0,+AC0-6165391,196,+AC0-1969,608,,,,,19,15
51,+AC0-40,85,0,0,+AC0-6165772,201,+AC0-1907,657,,,,,44,+AC0-43
42,+AC0-9,64,0,0,+AC0-6165578,193,+AC0-2057,548,,,,,37,+AC0-8
63,+AC0-3,101,0,0,+AC0-6165596,250,+AC0-2239,480,,,,,63,7
49,+AC0-52,56,0,0,+AC0-6165833,196,+AC0-2136,438,,,,,45,+AC0-26
49,+AC0-16,68,0,0,+AC0-6165170,236,+AC0-1708,552,,,,,43,+AC0-12
44,12,72,0,0,+AC0-6165227,162,+AC0-2057,622,,,,,39,+AC0-5
25,16,58,0,0,+AC0-6165380,151,+AC0-1918,666,,,,,33,16
16,25,45,0,0,+AC0-6165551,151,+AC0-2369,693,,,,,19,8
4,18,15,0,0,+AC0-6165857,162,+AC0-2491,710,,,,,8,17
0,0,0,0,0,+AC0-6165957,218,+AC0-2134,720,,,,,5,+AC0-4
10,28,26,0,0,+AC0-6165650,162,+AC0-2227,726,,,,,16,13
21,12,55,0,0,+AC0-6165748,140,+AC0-2139,730,,,,,21,19
55,+AC0-22,97,0,0,+AC0-6165538,152,+AC0-2281,593,,,,,56,+AC0-18
47,13,81,0,0,+AC0-6165789,107,+AC0-2261,648,,,,,42,24
46,+AC0-19,65,0,0,+AC0-6165255,99,+AC0-1884,542,,,,,39,0
42,16,72,0,0,+AC0-6165718,44,+AC0-1943,616,,,,,37,15
55,18,94,0,0,+AC0-6165842,+AC0-5,+AC0-1924,662,,,,,53,6
57,60,104,0,0,+AC0-6165565,+AC0-39,+AC0-2023,551,,,,,58,36
57,46,101,0,0,+AC0-6165657,+AC0-123,+AC0-2460,482,,,,,51,20
50,65,64,0,0,+AC0-6165441,+AC0-130,+AC0-2202,440,,,,,45,38
36,35,45,0,0,+AC0-6165230,+AC0-140,+AC0-2043,414,,,,,35,31
88,47,96,0,0,+AC0-6165527,+AC0-173,+AC0-1924,397,,,,,93,35
55,29,67,0,0,+AC0-6165801,+AC0-173,+AC0-1844,387,,,,,52,9
36,69,28,0,0,+AC0-6165692,+AC0-151,+AC0-1839,381,,,,,24,31
33,+AC0-30,36,0,0,+AC0-6165832,+AC0-184,+AC0-1524,377,,,,,36,+AC0-12
35,20,36,0,0,+AC0-6166169,+AC0-184,+AC0-1776,374,,,,,33,21
22,+AC0-2,24,0,0,+AC0-6165687,+AC0-173,+AC0-1958,373,,,,,24,16
25,+AC0-28,28,0,0,+AC0-6166194,+AC0-173,+AC0-1697,372,,,,,31,+AC0-2
30,+AC0-35,37,0,+AC0-59,+AC0-6165963,+AC0-184,+AC0-1952,371,,,,,36,8
36,+AC0-1,37,0,0,+AC0-6166052,+AC0-184,+AC0-1952,371,,,,,46,31
22,+AC0-68,28,0,+AC0-59,+AC0-6165875,+AC0-184,+AC0-1728,371,,,,,38,+AC0-5
78,18,78,0,+AC0-59,+AC0-6165791,+AC0-173,+AC0-1547,371,,,,,75,29
0,0,0,0,0,+AC0-6167049,+AC0-184,+AC0-1762,371,,,,,3,+AC0-15
5,+AC0-25,7,0,0,+AC0-6166886,+AC0-184,+AC0-1615,371,,,,,6,+AC0-31
10,+AC0-44,13,0,0,+AC0-6166779,+AC0-184,+AC0-1742,371,,,,,14,+AC0-31
7,+AC0-45,9,0,0,+AC0-6166181,+AC0-184,+AC0-1547,371,,,,,14,+AC0-15
6,+AC0-42,8,0,0,+AC0-6166477,+AC0-162,+AC0-1751,371,,,,,10,+AC0-22
12,+AC0-44,17,0,0,+AC0-6166521,+AC0-84,+AC0-1600,371,,,,,14,+AC0-29
8,+AC0-31,11,0,0,+AC0-6166544,+AC0-173,+AC0-1830,371,,,,,15,+AC0-17
1,+AC0-11,2,0,0,+AC0-6166546,+AC0-184,+AC0-1827,510,,,,,8,+AC0-5
8,+AC0-44,14,0,0,+AC0-6166391,+AC0-95,+AC0-1669,457,,,,,13,+AC0-25
60,85,62,0,0,+AC0-6166449,+AC0-162,+AC0-1629,424,,,,,67,34
12,+AC0-49,20,0,+AC0-64,+AC0-6166716,+AC0-184,+AC0-1774,404,,,,,22,+AC0-1
13,+AC0-27,18,0,0,+AC0-6166612,+AC0-117,+AC0-1365,391,,,,,17,+AC0-10
3,+AC0-26,4,0,0,+AC0-6166583,+AC0-140,+AC0-1575,383,,,,,15,+AC0-7
10,+AC0-23,17,0,0,+AC0-6166729,+AC0-184,+AC0-1425,517,,,,,16,0
5,+AC0-34,10,0,0,+AC0-6167030,+AC0-95,+AC0-1524,461,,,,,10,+AC0-24
14,+AC0-47,27,0,+AC0-90,+AC0-6166601,+AC0-194,+AC0-1456,566,,,,,23,5
17,+AC0-68,30,0,+AC0-78,+AC0-6166698,+AC0-28,+AC0-1433,492,,,,,19,+AC0-37
25,16,33,0,0,+AC0-6166244,+AC0-61,+AC0-1433,446,,,,,26,4
28,+AC0-8,31,0,0,+AC0-6166111,+AC0-28,+AC0-1388,417,,,,,28,+AC0-6
80,53,104,0,+AC0-86,+AC0-6166368,+AC0-184,+AC0-1430,538,,,,,78,58
19,+AC0-37,28,0,+AC0-75,+AC0-6165754,+AC0-16,+AC0-1221,474,,,,,28,3
46,52,48,0,0,+AC0-6166436,+AC0-39,+AC0-1184,435,,,,,44,47
33,16,48,0,0,+AC0-6166155,+AC0-341,+AC0-1294,550,,,,,33,21
7,+AC0-36,15,0,0,+AC0-6165823,+AC0-173,+AC0-1229,482,,,,,15,+AC0-1
9,+AC0-45,14,0,0,+AC0-6166503,+AC0-5,+AC0-1320,440,,,,,9,+AC0-32
0,0,0,0,0,+AC0-6167225,+AC0-224,+AC0-1320,414,,,,,3,+AC0-19
3,+AC0-20,5,0,0,+AC0-6166830,+AC0-140,+AC0-1252,397,,,,,9,+AC0-26
0,0,0,0,0,+AC0-6166758,+AC0-165,+AC0-1116,526,,,,,8,8
2,+AC0-14,5,0,0,+AC0-6166493,+AC0-106,+AC0-1297,467,,,,,8,0
83,112,79,0,0,+AC0-6165661,+AC0-151,+AC0-1320,430,,,,,78,78
52,57,51,0,0,+AC0-6165984,+AC0-72,+AC0-1411,407,,,,,55,56
54,30,60,0,0,+AC0-6166024,+AC0-95,+AC0-1116,532,,,,,51,5
69,97,79,0,0,+AC0-6166490,+AC0-184,+AC0-1093,610,,,,,63,95
75,89,85,0,0,+AC0-6166389,+AC0-184,+AC0-867,658,,,,,68,94
54,7,64,0,0,+AC0-6166776,+AC0-72,+AC0-1071,549,,,,,47,+AC0-3
58,33,72,0,0,+AC0-6166103,+AC0-95,+AC0-1003,620,,,,,52,29
67,59,82,0,0,+AC0-6166529,+AC0-151,+AC0-912,664,,,,,65,56
42,+AC0-45,48,0,0,+AC0-6165645,5,+AC0-997,552,,,,,42,5
0,0,0,0,0,+AC0-6166451,50,+AC0-1649,483,,,,,4,+AC0-11
29,39,31,0,0,+AC0-6165235,+AC0-11,+AC0-957,579,,,,,36,54
0,0,0,0,0,+AC0-6167256,89,+AC0-912,639,,,,,0,0
0,0,0,0,0,+AC0-6167334,39,+AC0-1048,676,,,,,0,0
0,0,0,0,0,+AC0-6167413,61,+AC0-1122,699,,,,,0,4
0,0,0,0,0,+AC0-6167409,112,+AC0-1167,574,,,,,0,2
0,0,0,0,0,+AC0-6167442,61,+AC0-1093,636,,,,,0,0
0,0,0,0,0,+AC0-6167476,61,+AC0-1116,674,,,,,0,2
0,0,0,0,0,+AC0-6167477,61,+AC0-1184,559,,,,,0,1
0,0,0,0,0,+AC0-6167472,54,+AC0-1116,627,,,,,0,2
0,0,0,0,0,+AC0-6167563,61,+AC0-1093,669,,,,,0,0
0,0,0,0,0,+AC0-6167453,61,+AC0-1076,695,,,,,0,1
0,0,0,0,0,+AC0-6167502,72,+AC0-1076,711,,,,,0,3
0,0,0,0,0,+AC0-6167520,72,+AC0-1139,721,,,,,0,1
0,0,0,0,0,+AC0-6167551,84,+AC0-1093,727,,,,,0,1
0,0,0,0,0,+AC0-6167457,61,+AC0-1167,731,,,,,0,4
0,0,0,0,0,+AC0-6167424,72,+AC0-1161,594,,,,,0,1
0,0,0,0,0,+AC0-6167425,72,+AC0-1093,648,,,,,0,0
0,0,0,0,0,+AC0-6167510,61,+AC0-1093,682,,,,,0,2
0,0,0,0,0,+AC0-6167525,61,+AC0-1093,703,,,,,0,3
0,0,0,0,0,+AC0-6167488,72,+AC0-1139,716,,,,,0,2
0,0,0,0,0,+AC0-6167486,61,+AC0-1099,724,,,,,0,0
0,0,0,0,0,+AC0-6167485,72,+AC0-1093,729,,,,,0,2
0,0,0,0,0,+AC0-6167428,84,+AC0-1116,593,,,,,0,1
0,0,0,0,0,+AC0-6167471,61,+AC0-1184,508,,,,,0,3
0,0,0,0,0,+AC0-6167992,61,+AC0-1184,456,,,,,0,1
